EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,JobFunctionDescription,GenderCode,,,.,,,,
1123,Giuliana,Farmer,03-May-22,,Production Manager,Barbara Gardner,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Lineman,Female,,,,,,,
1124,Pierce,Robbins,24-Dec-19,11-Nov-22,Production Manager,Monique Hudson DDS,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,Technician,Female,,,,,,,
1125,Lamont,Bridges,21-Oct-21,,Production Technician II,Angela Peterson,WBL,Active,Contract,Zone B,Part-Time,Production       ,Aerial,Lineman,Male,,,,,,,
1126,Gretchen,Richard,08-Sep-18,06-Mar-20,Production Technician II,Tony Pratt,NEL,Voluntarily Terminated,Part-Time,Zone C,Temporary,Production       ,Engineers,Engineer,Male,,,,,,,
1127,Axel,Hart,26-Feb-19,,Production Technician II,Keith Lyons,PL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,Technician,Male,,,,,,,
1128,Emma,Escobar,21-Apr-23,,Production Technician II,Kevin Calderon,BPC,Active,Part-Time,Zone B,Part-Time,Production       ,General - Con,Technician,Female,,,,,,,
1129,Maximilian,Craig,19-Sep-19,23-Oct-21,Production Technician II,Laura Reid,CCDR,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Tower Hand,Female,,,,,,,
1130,Erik,Padilla,23-Dec-20,,Production Technician I,Stacey Fowler,SVG,Active,Contract,Zone A,Part-Time,Production       ,Technology / It,Intern,Female,,,,,,,
1131,Gilbert,Duffy,29-Mar-19,,Production Technician I,Stephen Hebert,EW,Active,Part-Time,Zone B,Part-Time,Production       ,Splicing,Operator,Female,,,,,,,
1132,Raymond,Ayers,15-May-21,03-May-23,Production Technician I,James Burgess,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Production       ,Aerial,Laborer,Female,,,,,,,
1133,Vincent,Wyatt,14-Mar-22,02-Oct-22,Production Technician I,Jordan Robinson,PL,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Production       ,Aerial,Engineer,Female,,,,,,,
1134,Micah,Stanley,06-Dec-21,08-Jan-22,Production Technician I,Matthew Baker,BPC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Production       ,General - Con,Technician,Female,,,,,,,
1135,Evan,Chen,27-Oct-21,,Production Technician I,Anita Dudley,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,Engineers,Principal,Male,,,,,,,
1136,Serenity,Thornton,01-Apr-23,,Production Technician I,Marilyn Cook,SVG,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Driver,Male,,,,,,,
1137,Talan,Rivas,29-May-19,,Production Technician I,Brian Hamilton,EW,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Laborer,Male,,,,,,,
1138,Calvin,Braun,12-Jul-19,12-Jul-22,Production Technician I,David Park,MSC,Active,Full-Time,Zone B,Temporary,Production       ,General - Eng,Coordinator,Male,,,,,,,
1139,Cale,Bender,10-Aug-18,21-Feb-22,Production Technician I,Victoria Campbell,TNS,Active,Contract,Zone A,Temporary,Production       ,Splicing,Technician,Male,,,,,,,
1140,Kirsten,Vance,29-Sep-21,,Production Technician I,Anthony Steele,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,Engineer,Female,,,,,,,
1141,Cade,Cox,05-Aug-21,,Production Technician I,Terry Henson,WBL,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Locator,Female,,,,,,,
1142,Ibrahim,Wolfe,02-Aug-23,,Production Manager,Katie Lucas,NEL,Active,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,Coordinator,Female,,,,,,,
1143,Elianna,Schmitt,02-Sep-18,28-Jul-21,Production Manager,Margaret Gamble,PL,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Lineman,Female,,,,,,,
1144,Colby,Wolfe,13-Oct-19,,Production Manager,Heidi Wang,BPC,Active,Part-Time,Zone B,Part-Time,Production       ,Wireline Construction,Project Manager,Female,,,,,,,
1145,Autumn,Barrera,24-Sep-20,,Production Technician II,David Moore,TNS,Active,Contract,Zone B,Full-Time,Production       ,Shop (Fleet),Shop,Male,,,,,,,
1146,Emmalee,Cervantes,06-Aug-23,,Production Technician II,Richard Harvey,SVG,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Groundman,Male,,,,,,,
1147,Ernest,Willis,11-Jun-19,27-Feb-22,Production Technician II,Lisa Shaw,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Production       ,General - Con,Lineman,Female,,,,,,,
1148,Jaxon,Anderson,14-Feb-19,,Production Technician II,Christopher Adams,PL,Active,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,Project Manager,Female,,,,,,,
1149,Precious,Caldwell,17-Mar-22,,Production Technician II,Brittany Brown,NEL,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,Locator,Female,,,,,,,
1150,Yahir,Serrano,05-Aug-20,,Production Technician I,Riley Schultz,MSC,Active,Part-Time,Zone A,Full-Time,Production       ,Aerial,Lineman,Female,,,,,,,
1151,Krystal,Peterson,23-Aug-22,,Production Technician I,Bradley Mitchell,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,Laborer,Male,,,,,,,
1152,Jadyn,Haley,12-Jan-23,,Production Technician I,Misty Mcknight,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,Engineer,Female,,,,,,,
1153,Davis,Roberts,14-Apr-20,10-Sep-21,Production Technician I,Brian Hudson,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Production       ,Field Operations,Laborer,Female,,,,,,,
1154,Meadow,Avery,27-Sep-21,05-Feb-23,Production Technician I,Andrew Perez,MSC,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Laborer,Female,,,,,,,
1155,Allyson,Owen,17-Nov-18,12-Mar-20,Production Technician I,Kimberly Marshall,NEL,Voluntarily Terminated,Contract,Zone A,Temporary,Production       ,Finance & Accounting,Clerk,Female,,,,,,,
1156,Francisco,Simon,22-Jul-19,28-Feb-23,Production Technician I,Ashley Washington,PL,Voluntarily Terminated,Contract,Zone A,Full-Time,Production       ,Billable Consultants,Project Manager,Male,,,,,,,
1157,Trent,Christian,10-Feb-19,,Production Technician I,Kristen Chan,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,Manager,Male,,,,,,,
1158,Chaya,Boyd,22-Nov-18,19-Jul-20,Production Technician I,Sean Ellis,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Technician,Male,,,,,,,
1159,Nehemiah,Rivas,23-Apr-23,,Production Technician I,Jennifer Cox,TNS,Active,Part-Time,Zone A,Temporary,Production       ,Splicing,Splicer,Male,,,,,,,
1160,Wyatt,Spence,26-Dec-22,23-May-23,Production Technician I,Kevin Coleman,WBL,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,Flagger,Female,,,,,,,
1161,Abram,Fisher,14-Jun-20,,Production Technician I,Brian Henderson,PYZ,Active,Contract,Zone B,Part-Time,Production       ,Yard (Material Handling),Runner,Female,,,,,,,
1162,Jayleen,Oconnell,29-Mar-22,20-May-23,Production Technician I,Alyssa Myers DVM,WBL,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,Laborer,Female,,,,,,,
1163,Jordon,Meadows,18-Dec-22,,Production Manager,Julie Griffin,NEL,Active,Contract,Zone A,Part-Time,Production       ,Project Management - Con,Manager,Female,,,,,,,
1164,Justice,Pineda,21-Mar-19,,Production Manager,Curtis Fitzpatrick,PL,Active,Part-Time,Zone A,Part-Time,Production       ,General - Sga,Project Coordinator,Female,,,,,,,
1165,Isiah,Decker,08-Feb-21,,Production Manager,Elizabeth Garcia,BPC,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,Laborer,Female,,,,,,,
1166,Giada,Boone,06-Jun-22,,Production Technician II,Michelle Castillo,WBL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Foreman,Male,,,,,,,
1167,Camryn,Guerra,01-Nov-21,,Production Technician II,Caroline Grant,NEL,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,Laborer,Female,,,,,,,
1168,Melody,Rollins,19-Jan-23,,Production Technician II,Mark Ellis,PL,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Assistant,Female,,,,,,,
1169,Lucia,Cummings,30-Jul-20,,Production Technician II,Mrs. Danielle Dickerson DDS,BPC,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Operator,Female,,,,,,,
1170,Jaylen,Serrano,16-Jul-23,,Production Technician II,Stacy Ellis,CCDR,Active,Part-Time,Zone C,Full-Time,Production       ,Underground,Laborer,Female,,,,,,,
1171,Jayson,Bright,16-Jun-22,,Production Technician I,Hannah Bailey,SVG,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,Laborer,Female,,,,,,,
1172,Carlie,Wilkerson,13-Jun-21,27-May-22,Production Technician I,Charles Rogers,EW,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Production       ,Engineers,Engineer,Male,,,,,,,
1173,Kaylyn,Patrick,14-Nov-20,01-Nov-21,Production Technician I,Christine Foster,BPC,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Production       ,Isp,Manager,Female,,,,,,,
1174,Evie,Pope,16-Jun-20,13-Mar-23,Production Technician I,Tyler Brown,CCDR,Voluntarily Terminated,Full-Time,Zone C,Temporary,Production       ,Field Operations,Construction Manager,Female,,,,,,,
1175,Nayeli,Kelley,20-Dec-18,24-Dec-20,Production Technician I,Holly Nichols,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Production       ,Catv,Laborer,Female,,,,,,,
1176,Krista,Franco,29-Oct-22,,Production Technician I,Jennifer Phillips,MSC,Active,Contract,Zone A,Part-Time,Production       ,Engineers,Project Manager,Female,,,,,,,
1177,Teresa,Farrell,20-Jul-20,,Production Technician I,Shannon Cruz,NEL,Active,Contract,Zone A,Temporary,Production       ,Aerial,Lineman,Female,,,,,,,
1178,Dorian,Fox,03-Oct-21,19-Dec-21,Production Technician I,Jamie Lowe,PL,Voluntarily Terminated,Contract,Zone C,Part-Time,Production       ,Field Operations,Laborer,Male,,,,,,,
1179,Madeleine,Sherman,16-Jul-22,,Production Technician I,Paige Calderon,PYZ,Active,Part-Time,Zone A,Full-Time,Production       ,Aerial,Supervisor,Male,,,,,,,
1180,Allan,Butler,30-Jun-20,,Production Technician I,Jacob Taylor,SVG,Active,Full-Time,Zone B,Full-Time,Production       ,Underground,Laborer,Male,,,,,,,
1181,Nevaeh,Davila,13-Jun-21,,Production Technician I,Sandra Pollard,TNS,Active,Full-Time,Zone C,Part-Time,Production       ,Wireline Construction,Laborer,Male,,,,,,,
1182,Gunnar,Webster,29-Dec-20,24-Oct-22,Production Technician I,Alex Cox,WBL,Active,Full-Time,Zone C,Temporary,Production       ,Splicing,Splicer,Female,,,,,,,
1183,Aydin,Tate,03-Feb-22,,Production Technician I,Jon Adams,BPC,Active,Part-Time,Zone A,Full-Time,Production       ,Catv,Technician,Female,,,,,,,
1184,Patrick,Mckinney,10-Jan-22,11-May-23,Production Technician I,Cassandra Cox,CCDR,Active,Full-Time,Zone B,Temporary,Production       ,Wireline Construction,Foreman,Female,,,,,,,
1185,Milagros,Foley,13-Dec-18,,Production Manager,Lucas Duffy,EW,Active,Part-Time,Zone A,Full-Time,Production       ,Fielders,Engineer,Female,,,,,,,
1186,Rachael,Buck,03-Mar-21,,Production Manager,Ashley Ellis,MSC,Active,Full-Time,Zone A,Temporary,Production       ,Splicing,Tester,Female,,,,,,,
1187,Rigoberto,Townsend,04-Jul-21,,Production Manager,Allison Figueroa,NEL,Active,Part-Time,Zone A,Full-Time,Production       ,Aerial,Supervisor,Female,,,,,,,
1188,Reagan,Odonnell,06-Feb-20,21-Jul-21,Production Technician II,Alex Bernard,WBL,Voluntarily Terminated,Contract,Zone B,Part-Time,Production       ,General - Sga,Estimator,Male,,,,,,,
1189,Roy,Morse,28-Jun-20,11-Jul-22,Production Technician II,Micheal Bryant,NEL,Voluntarily Terminated,Contract,Zone C,Full-Time,Production       ,General - Eng,Engineer,Female,,,,,,,
1190,Rafael,Buchanan,22-Dec-20,20-Nov-21,Production Technician II,Bryan Simpson,PL,Voluntarily Terminated,Contract,Zone B,Full-Time,Production       ,Project Management - Eng,Project Manager,Female,,,,,,,
1191,Kaitlynn,Herman,24-Nov-19,,Production Technician II,Tamara Carter,BPC,Active,Full-Time,Zone B,Full-Time,Production       ,Wireline Construction,Billing,Female,,,,,,,
1192,Marquise,Santana,23-Sep-22,,Production Technician II,Bryan Harris,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,Technician,Female,,,,,,,
1193,Jamarion,Mitchell,06-Feb-20,23-Jan-22,Production Technician I,Anna Meyers,SVG,Voluntarily Terminated,Full-Time,Zone B,Temporary,Production       ,Aerial,Foreman,Female,,,,,,,
1194,Gabrielle,Hardy,14-Jan-19,06-Aug-21,Production Technician I,Christopher Levy,EW,Voluntarily Terminated,Full-Time,Zone C,Temporary,Production       ,Field Operations,Foreman,Male,,,,,,,
1195,Savion,Stokes,25-Jun-19,15-May-22,Production Technician I,David Maddox,TNS,Leave of Absence,Part-Time,Zone C,Part-Time,Production       ,Wireline Construction,Foreman,Female,,,,,,,
1196,Trevin,Summers,09-Mar-19,,Production Technician I,John Lambert,PYZ,Active,Part-Time,Zone C,Temporary,Production       ,General - Eng,Administrator,Female,,,,,,,
1197,Hailie,Bell,13-Jun-20,,Production Technician I,Anthony Cross,WBL,Active,Full-Time,Zone B,Part-Time,Production       ,Safety,Administrative,Female,,,,,,,
1198,Audrey,Stevens,22-Jan-19,,Production Technician I,Daniel Blackburn,NEL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Laborer,Female,,,,,,,
1199,Jason,Munoz,12-Dec-20,,Production Technician I,Richard Graves,PL,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Laborer,Female,,,,,,,
1200,Carlee,Foley,27-Apr-22,,Production Technician I,Sheryl Scott,BPC,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,Laborer,Female,,,,,,,
1201,Sarahi,Dodson,11-Apr-22,26-Sep-22,Production Technician I,Robert Hill,CCDR,Voluntarily Terminated,Contract,Zone A,Part-Time,Production       ,General - Con,Flagger,Male,,,,,,,
1202,Faith,Carey,01-Sep-22,02-Dec-22,Production Technician I,Emily Rogers,SVG,Voluntarily Terminated,Contract,Zone B,Temporary,Production       ,Wireline Construction,Model Assistant,Male,,,,,,,
1203,Mylie,Salazar,08-Sep-18,,Production Technician I,Jasmine Johnson,EW,Active,Contract,Zone A,Part-Time,Production       ,Engineers,Engineer,Male,,,,,,,
1204,Pablo,Parker,24-Nov-22,05-Aug-23,Production Technician I,Melissa Tucker,MSC,Active,Full-Time,Zone B,Temporary,Production       ,General - Sga,Vp,Male,,,,,,,
1205,Ulises,Shea,23-Jul-20,,Production Technician I,Timothy Higgins,TNS,Active,Full-Time,Zone C,Part-Time,Production       ,Yard (Material Handling),Shop,Female,,,,,,,
1206,Bethany,Terry,28-Dec-18,15-May-23,Production Technician I,Richard Scott,PYZ,Active,Part-Time,Zone C,Part-Time,Production       ,Engineers,Drafter,Female,,,,,,,
1207,Kamari,Holloway,01-Oct-19,,Production Technician I,Hunter Hill,WBL,Active,Contract,Zone B,Full-Time,Production       ,Wireline Construction,Laborer,Female,,,,,,,
1208,Jazlene,Mcdaniel,17-Aug-19,25-Oct-19,Production Manager,Melissa Greene,NEL,Active,Contract,Zone A,Part-Time,Production       ,Wireline Construction,Laborer,Female,,,,,,,
1209,Dane,Kelly,31-May-23,,Production Manager,Edwin Guerrero,PL,Active,Part-Time,Zone A,Part-Time,Production       ,Wireline Construction,Foreman,Female,,,,,,,
1210,Camila,Dunn,08-Dec-20,10-Jun-23,Production Manager,Ann Collins,BPC,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Top Hand,Female,,,,,,,
1211,Aurora,Frederick,05-Nov-18,23-Mar-23,Production Technician II,John Miles,CCDR,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Splicer,Male,,,,,,,
1212,Caylee,Nunez,26-Aug-20,05-Apr-23,Production Technician II,Kevin Mendez,EW,Voluntarily Terminated,Contract,Zone C,Full-Time,Production       ,Engineers,Project Manager,Female,,,,,,,
1213,Tamia,Sharp,23-Feb-20,,Production Technician II,Joe Miller,MSC,Active,Part-Time,Zone A,Part-Time,Production       ,Project Management - Con,Coordinator,Female,,,,,,,
1214,Jaliyah,Gamble,12-Feb-22,,Production Technician II,Joshua Barnes,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Splicing,Splicer,Female,,,,,,,
1215,Xander,Savage,13-Feb-20,,Production Technician II,Daniel Benson,PL,Active,Contract,Zone C,Temporary,Production       ,Aerial,Laborer,Female,,,,,,,
1216,Marc,Crosby,15-Feb-23,09-Mar-23,Production Technician I,Andrea Smith,PYZ,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Production       ,General - Con,Technician,Female,,,,,,,
1217,Marques,Zimmerman,03-Dec-19,31-Aug-21,Production Technician I,Joshua Johns,SVG,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Production       ,Wireline Construction,Vp,Male,,,,,,,
1218,Livia,Salazar,31-Dec-18,,Production Technician I,Robert Watts,WBL,Active,Full-Time,Zone B,Temporary,Production       ,General - Con,Locator,Female,,,,,,,
1219,Alana,Choi,16-Jan-20,09-Feb-21,Production Technician I,Kelly Tate,BPC,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Production       ,Engineers,Engineer,Female,,,,,,,
1220,Levi,Lawson,20-Nov-18,09-Feb-20,Production Technician I,Terry Flores,CCDR,Voluntarily Terminated,Full-Time,Zone C,Temporary,Production       ,Executive,Vp,Female,,,,,,,
1221,Kane,Black,11-Nov-22,03-Jul-23,Production Technician I,Leslie Davis,EW,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Production       ,Yard (Material Handling),Coordinator,Female,,,,,,,
1222,Paola,Weeks,18-Dec-20,23-Jul-21,Production Technician I,Sarah Williams,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Production       ,People Services,Recruiting,Female,,,,,,,
1223,Brooklynn,Mack,26-Jan-21,,Production Technician I,Luke Miller,NEL,Active,Full-Time,Zone C,Temporary,Production       ,Engineers,Engineer,Female,,,,,,,
1224,Darrell,Zamora,26-Nov-21,24-May-22,Production Technician I,Jeremiah Smith,PL,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Production       ,Wireline Construction,Administrative,Male,,,,,,,
1225,Irvin,Warner,15-May-23,,Production Technician I,Krista Smith,PYZ,Active,Contract,Zone C,Part-Time,Production       ,Finance & Accounting,Accounting,Male,,,,,,,
1226,Dayton,Castro,20-Jun-23,,Production Technician I,Eric Greer,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Driller,Male,,,,,,,
1227,Hailey,Mckay,22-Aug-19,06-Jun-22,Production Technician I,Hannah Davis,TNS,Active,Part-Time,Zone C,Part-Time,Production       ,Billable Consultants,Engineer,Female,,,,,,,
1228,Jaquan,Rowland,30-Aug-21,,Production Technician I,Anthony Murray,WBL,Active,Contract,Zone B,Full-Time,Production       ,Fielders,Engineer,Female,,,,,,,
1229,David,Velez,27-Jan-20,,Production Technician I,Michael Torres,BPC,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Technician,Female,,,,,,,
1230,Joslyn,Patel,04-Mar-22,,Production Technician I,Claire Baker,CCDR,Active,Contract,Zone C,Temporary,Production       ,Wireline Construction,Groundman,Female,,,,,,,
1231,Colt,Archer,07-Mar-20,,Production Manager,Michael Garcia,EW,Active,Contract,Zone B,Temporary,Production       ,Wireless,Laborer,Female,,,,,,,
1232,Abbigail,Cameron,19-Mar-20,,Production Manager,Mrs. Leslie Simmons,MSC,Active,Full-Time,Zone B,Full-Time,Production       ,People Services,Support,Female,,,,,,,
1233,Anastasia,Escobar,23-Jul-22,,Production Technician II,Hannah Cruz,WBL,Active,Full-Time,Zone A,Part-Time,Production       ,Wireline Construction,Project Manager,Male,,,,,,,
1234,Ronin,Mclaughlin,18-Oct-19,03-Oct-21,Production Technician II,Claudia Atkinson,NEL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Production       ,Sales & Marketing,Director,Female,,,,,,,
1235,Aliana,Pena,14-Apr-20,,Production Technician II,Virginia Castro,PL,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,Administrative,Female,,,,,,,
1236,Ramon,Goodwin,25-Nov-18,25-Jul-19,Production Technician II,Tina Morgan,BPC,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Laborer,Female,,,,,,,
1237,Cory,Saunders,23-Mar-21,26-Aug-22,Production Technician II,Nancy Gutierrez,CCDR,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Production       ,Yard (Material Handling),Engineer,Female,,,,,,,
1238,Alessandra,Huynh,27-Oct-20,08-Nov-21,Production Technician I,Brandon Bates,SVG,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Production       ,Engineers,Engineer,Female,,,,,,,
1239,Maeve,Holmes,11-Jun-22,29-Jun-23,Production Technician I,Angela Brooks,TNS,Voluntarily Terminated,Part-Time,Zone C,Temporary,Production       ,Splicing,Technician,Female,,,,,,,
1240,Alejandra,Mclean,19-Mar-20,,Production Technician I,Katie Barry,PYZ,Active,Contract,Zone B,Temporary,Production       ,Isp,Project Manager,Female,,,,,,,
1241,Reuben,Potter,07-Nov-19,07-Dec-22,Production Technician I,Craig Arias,WBL,Voluntarily Terminated,Contract,Zone B,Full-Time,Production       ,Field Operations,Laborer,Female,,,,,,,
1242,Marilyn,Greer,24-Apr-23,,Production Technician I,Luke Carter,NEL,Active,Full-Time,Zone C,Part-Time,Production       ,Wireline Construction,Foreman,Female,,,,,,,
1243,Camila,Nichols,04-Jun-20,,Production Technician I,Richard Oliver,PL,Active,Contract,Zone A,Temporary,Production       ,General - Con,Manager,Female,,,,,,,
1244,Iris,Bruce,23-May-22,,Production Technician I,Raymond Hernandez,BPC,Active,Part-Time,Zone A,Full-Time,Production       ,Isp,Technician,Male,,,,,,,
1245,Henry,Pratt,17-May-19,,Production Technician I,James Clay,CCDR,Active,Full-Time,Zone B,Temporary,Production       ,Engineers,Technician,Male,,,,,,,
1246,Kira,Soto,28-Sep-18,25-Apr-21,Production Technician I,Casey Dennis,SVG,Voluntarily Terminated,Part-Time,Zone B,Temporary,Production       ,Field Operations,Ceo,Male,,,,,,,
1247,Ashanti,Scott,04-Mar-19,,Production Technician I,Lisa Gonzalez,EW,Active,Part-Time,Zone C,Part-Time,Production       ,Wireless,Foreman,Female,,,,,,,
1248,Sarahi,Burke,29-Mar-21,01-Dec-21,Production Technician I,Theresa Miller,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Underground,Operator,Female,,,,,,,
1249,Aimee,Terry,07-Jul-19,14-Feb-20,Production Technician I,Christopher Stewart,TNS,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Driver,Female,,,,,,,
1250,Jerimiah,Jackson,06-Sep-18,,Production Technician I,Sheri Pearson,BPC,Active,Contract,Zone B,Full-Time,Production       ,General - Sga,Lineman,Female,,,,,,,
1251,Callie,Murray,25-Sep-18,,Production Technician I,Dennis Davis,CCDR,Active,Part-Time,Zone A,Part-Time,Production       ,Splicing,Laborer,Female,,,,,,,
1252,Fabian,Young,11-Mar-22,25-Apr-22,Production Manager,Timothy Hester,EW,Active,Part-Time,Zone A,Temporary,Production       ,Project Management - Con,Technician,Female,,,,,,,
1253,Juliette,Morton,13-Jul-20,06-Oct-21,Production Manager,Thomas Baker,MSC,Active,Part-Time,Zone A,Part-Time,Production       ,Project Management - Con,Engineer,Female,,,,,,,
1254,Alyvia,Sellers,22-Jun-20,,Production Technician II,Tracy Ramos,WBL,Active,Contract,Zone B,Full-Time,Production       ,General - Con,Groundman,Female,,,,,,,
1255,Tyler,Gay,30-Sep-19,02-Mar-21,Production Technician II,Alicia Lindsey,NEL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Production       ,General - Con,Laborer,Female,,,,,,,
1256,Noemi,Randall,08-Jan-20,,Production Technician II,Adam Harmon,PL,Active,Contract,Zone A,Temporary,Production       ,Wireline Construction,Laborer,Female,,,,,,,
1257,Jazlene,Lozano,16-Oct-21,,Production Technician II,Brandon Lane,BPC,Active,Full-Time,Zone B,Temporary,Production       ,Engineers,Engineer,Female,,,,,,,
1258,Jennifer,Salazar,29-Jun-22,,Production Technician II,Jeremy Thomas,CCDR,Active,Full-Time,Zone C,Temporary,Production       ,Aerial,Foreman,Female,,,,,,,
1259,Vaughn,Leonard,01-May-22,24-Apr-23,Production Technician I,Justin Phelps,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Production       ,General - Con,Laborer,Male,,,,,,,
1260,Caitlin,Robertson,16-Aug-18,,Production Technician I,Tabitha Martin,TNS,Active,Full-Time,Zone B,Part-Time,Production       ,Project Management - Con,Manager,Female,,,,,,,
1261,Elyse,Huerta,27-Dec-19,,Production Technician I,Katherine Huber,PYZ,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,Laborer,Female,,,,,,,
1262,Kyle,Sanders,01-Jul-21,28-Mar-23,Production Technician I,James Benson,WBL,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Production       ,Engineers,Engineer,Female,,,,,,,
1263,Barrett,Jennings,20-Oct-22,,Production Technician I,Thomas Rogers,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Shop (Fleet),Foreman,Female,,,,,,,
1264,Darius,Koch,15-Feb-19,,Production Technician I,Veronica Alexander MD,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,Director,Female,,,,,,,
1265,Kolton,Dawson,17-Jan-22,25-Jul-22,Production Technician I,Angela Jackson,BPC,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Production       ,Field Operations,Laborer,Male,,,,,,,
1266,Ciara,Cole,14-Nov-21,01-Jul-22,Production Technician I,Lisa Campbell,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,Manager,Male,,,,,,,
1267,Virginia,Wallace,14-Nov-20,22-Dec-20,Production Technician I,Sophia Bowman,SVG,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,Lineman,Female,,,,,,,
1268,Malik,Ochoa,25-Feb-23,,Production Technician I,Chelsey Crawford,EW,Active,Part-Time,Zone A,Part-Time,Production       ,General - Con,Technician,Female,,,,,,,
1269,Elyse,Pratt,23-Aug-22,,Production Technician I,Brianna Blanchard,MSC,Active,Contract,Zone A,Full-Time,Production       ,Yard (Material Handling),Laborer,Female,,,,,,,
1270,Yahir,Hill,01-May-19,31-Dec-19,Production Technician I,Adam Miller,TNS,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,Laborer,Female,,,,,,,
1271,Harley,Abbott,26-Apr-20,,Production Technician I,Brenda Johnson,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,General - Sga,Foreman,Female,,,,,,,
1272,Dawson,Pratt,08-Feb-21,15-Jul-22,Production Technician I,Natalie Shaffer,WBL,Active,Full-Time,Zone C,Temporary,Production       ,General - Eng,Coordinator,Female,,,,,,,
1273,Michaela,Smith,29-Oct-20,26-Jan-21,Production Manager,Rachel Wilkins,NEL,Active,Contract,Zone A,Part-Time,Production       ,General - Sga,Manager,Female,,,,,,,
1274,Lillie,Leblanc,22-Nov-22,,Production Manager,Nicole Pierce,PL,Active,Contract,Zone A,Full-Time,Production       ,Engineers,Engineer,Female,,,,,,,
